SITE_ID,VISIT_NO,PUBLICATION_DATE,YEAR,DATE_COL,STATE,LOC_NAME,SITE_CLASS,AGGR_ECO3_2015,AGGR_ECO9_2015,ECO10,US_L3CODE_2015,US_L4CODE_2015,EPA_REG,LAT_DD83,LON_DD83,HUC8,URBAN,STRAHLERORDER,MISS_SUB,LMR_SITE,GREAT_RIVER,RT_NRSA,RT_NRSA_FISH,RT_NRSA_PHAB,RT_NRSA_CAT,XLAT_DD,XLON_DD,WGTNRSA09,MASTER_SITEID,INDEX_VISIT,INDEXVIS_FTIS,WSAREA_NARS,MMI_BENT,OE_SCORE_OLD,UID,OE_SCORE,NH4,NH4_ALERT,ANC,ANC_ALERT,CA,CA_ALERT,CL,CL_ALERT,COLOR,COLOR_ALERT,COND,COND_ALERT,DOC,DOC_ALERT,MG,MG_ALERT,SODIUM,SODIUM_ALERT,K,K_ALERT,NO3,NO3_ALERT,NO3NO2,NO3NO2_ALERT,NO2,NO2_ALERT,NTL,NTL_ALERT,PHLAB,PHLAB_ALERT,PTL,PTL_ALERT,SIO2,SIO2_ALERT,SO4,SO4_ALERT,TSS,TSS_ALERT,TURB,TURB_ALERT,PROTOCOL,XDEPTH_CM,SDDEPTH_CM,XWIDTH,XWXD,RP100,XBKF_W,XBKF_H,XINC_H,SINU,XSLOPE,REACHLEN,LSUB_DMM,XEMBED,PCT_FN,PCT_SAFN,PCT_SFGF,LDCBF_G08,LDMB_BW5,LRBS_BW5,LRBS_G08,PCT_FAST,PCT_SLOW,RPRAT,PCT_BDRK,XFC_ALG,XFC_AQM,XFC_LWD,XFC_NAT,V1W_MSQ,XCDENBK,XCDENMID,XCL,XGB,XGW,XC,XCMGW,QR1,QRVEG1,RDIST1,W1_HALL,W1H_WALL,W1_HNOAG,W1_HAG,REALM,W1H_CROP,XSLOPE_use,XWIDTH_use,Lpt01_XCMGW,Lpt01_XFC_NAT,LRBS_use,RDIST_COND,LRBS_Cond_use,LOE_RBS_use,LXCMGW_Cond_use,LOE_XCMGW_use,LXFC_NAT_Cond_use,LOE_XFC_NAT_use,Qbkf_cl,LQbkf_cl,Qbkf_kmcl,LQbkf_kmcl,QLow_cl,LQLow_cl,QLow_kmcl,LQLow_kmcl,LOE_QLow_cl,LOE_Qbkf_cl,UNIQUE_ID,RT_WQI,CL_pt,SO4_pt,PTL_pt,NTL_pt,TURB_pt,ENTERO_PT,DO_PT,PH_PT,NUMVARN,WQII,SAMPLE_ID,dD..vsmow.,d18O..vsmow.,d.excess,AG_ECO5
FW08IA057,1,9/1/2015,2009,2009-10-14,IA,Wapsipinicon River,PROB,PLNLOW,TPL,PL-NCULT,47,47f,7,42.00261719,-91.07903925,7080103,NonUrban,5th,Upper Mississippi Region,NA,NA,S,S,S,Intermediate Disturbance,42.00283,91.07861,270.4963018,FW08IA057,YES,YES,4493.589844,53.48,1.269130936,14335,1.365729758,0.008,R,3916.42,NA,71.69,NA,18.2,NA,15,NA,486.49,NA,2,NA,18.03,NA,7.746,NA,1.907,NA,5.90231,NA,NA,NA,0,R,6100,H,8.18,NA,96.8525,NA,12.716,NA,23.09,NA,9.7,NA,2.72,NA,BOATABLE,120.3,51.46745564,72.94545455,76.775,29.72424114,86.10545455,1.463636364,2.035,1.67168008,0.028382531,2907,-0.002715793,NA,1.020408163,85.71428571,NA,1.111021662,0.661046219,-0.663762012,-1.113737455,0,100,24.70842988,NA,0.004545455,0,0.031818182,0.133181818,0.006346364,39.17112299,NA,0.140909091,0.443181818,0.025,0.168181818,0.344318182,0.39775716,0.254943182,0.454551766,0.833354545,0,0.121218182,0.712136364,BOATABLE,0.303045455,0.028382531,72.94545455,-0.450606561,-0.844112128,-1.113737455,2 Medi,Medi,-1.372339634,Poor,-0.368116561,Medi,-0.463184608,135.2129537,2.1310183,0.030084899,-1.521651441,9.259331963,0.966579655,0.002060203,-2.686090086,0.016826196,0.290561037,NRS_IA-10092,S,0,10,9.783096927,0,10,10,10,10,8,74.73,541541,-49.12,-7.65,12.05,Midwest
FW08IA062,1,9/1/2015,2009,2009-07-06,IA,Upper Iowa River,PROB,PLNLOW,UMW,NA,52,52b,7,43.49761688,-92.19012325,7060002,NonUrban,4th,Upper Mississippi Region,NA,NA,T,T,T,Most Disturbed,43.49748,92.19012,467.9808886,FW08IA062,YES,NA,545.5209961,47.88,0.868826996,13768,0.918382909,0.016,R,3620.27,NA,66.43,NA,17.04,NA,18,NA,493.8,NA,1.65,NA,18.05,NA,4.933,NA,1.301,NA,7.17708,NA,NA,NA,0.01529,R,7994,H,8.28,NA,40.4925,NA,6.659,H,18.8,NA,9.1,NA,4.79,NA,WADEABLE,68.90721649,26.67945623,24.885,17.34057895,NA,26.49090909,6.605555556,7.688888889,4.254632,NA,910.8,0.33548954,71.57407407,9.523809524,50.47619048,63.80952381,NA,NA,NA,NA,2,98,NA,0.952380952,0.059090909,0.004545455,0.009090909,0.168181818,0.001160316,82.62032086,6.550802139,0.078409091,0.101136364,0.303409091,0.164772727,0.671590909,0.682308227,0.402215909,0.063829787,0.068181818,0.068181818,0.068181818,0,WADEABLE,0,NA,24.885,-0.166476211,-0.749136614,NA,1 Low,XXXX,NA,Medi,-0.117186211,Medi,-0.245665249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NRS_IA-10093,T,1.904450139,1.594380165,10,0,6.915662651,10,10,10,8,63.02,546721,-55.24,-8.19,10.28,Midwest
FW08IA063,1,9/1/2015,2009,2009-05-18,IA,Unnamed Creek,PROB,PLNLOW,TPL,PL-NCULT,47,47e,7,41.37852953,-95.22440283,10240002,NonUrban,1st,Lower Missouri Region,NA,NA,T,T,T,Most Disturbed,41.37852,95.2242,3282.753034,FW08IA063,YES,NA,2.177099943,17.83,0.761276733,13769,0.877201748,0.01,R,3726.7,NA,62.39,NA,16.23,NA,6,NA,552.67,NA,1.29,NA,23.64,NA,8.739,NA,0.652,NA,15.5714,NA,NA,NA,0,R,15200,H,7.99,NA,78.4875,NA,17.876,NA,13.85,NA,22.3,NA,3.76,NA,WADEABLE,15.74,4.045761723,1.045,0.15735,4.284168712,1.681818182,0.536363636,1.2,1.065509761,0.300488694,223.5,-2.110924375,100,100,100,100,0.977653063,1.127047623,-3.237971998,-3.088577437,0,100,0.272183527,0,0.045454545,0,0,0.240909091,0,58.55614973,13.10160428,0,0.0875,0,0,0,0.310679095,0.1,0.52173913,1.090909091,0,0.068181818,1.022727273,WADEABLE,1.022727273,0.526349206,1.045,-2,-0.600483603,-3.389925069,2 Medi,Poor,-2.139675788,Poor,-1.873497028,Good,-0.072695077,0.947652189,-0.02335103,0.439276961,-0.357261573,0.005423663,-2.265707284,0.002514098,-2.599617828,0.518143354,0.003657507,NRS_IA-10094,T,0,10,10,0,10,10,10,10,8,75,535861,-45.54,-7.15,11.65,Midwest
FW08IA065,1,9/1/2015,2009,2009-08-04,IA,Old Mans Creek,PROB,PLNLOW,TPL,PL-NCULT,47,47f,7,41.60742374,-91.67084764,7080209,NonUrban,4th,Upper Mississippi Region,NA,NA,S,NA,T,Intermediate Disturbance,41.60751,91.67085,975.502249,FW08IA065,YES,NA,461.7720032,39.23,0.547399646,14336,0.546520505,0.019,R,3830.65,NA,59.3,NA,19.63,NA,10,NA,511.18,NA,2,NA,25.99,NA,11.48,NA,1.28,NA,6.39179,NA,NA,NA,0,R,6106,NA,8.25,NA,150.4325,NA,13.369,H,21.68,NA,29.1,NA,12.05,NA,WADEABLE,62.72,20.04090766,18.14,11.62915,15.35555716,18.65454545,0.672727273,1.327272727,1.08436613,0.03496729,673.2,-1.073457805,100,37.14285714,100,100,0.465770832,0.433029242,-1.506487047,-1.539228636,0,100,0.244827123,0,0.004545455,0,0.163636364,0.352272727,0.007407009,76.73796791,42.51336898,0.2125,0.214772727,0.180681818,0.503409091,0.886363636,0.733365581,0.498863636,0,0,0,0,0,WADEABLE,0,0.061356209,18.14,-0.04751577,-0.44096436,-1.816750413,1 Low,Medi,-1.161927703,Good,-0.013730056,Good,0.322016404,7.887645557,0.896947387,0.017077861,-1.767566538,0.766688413,-0.1153811,0.001659988,-2.779895025,0.046540735,-0.387474599,NRS_IA-10095,S,0,10,5.560874704,0,10,10,10,10,8,69.45,546731,-45.64,-6.88,9.43,Midwest
FW08IA083,1,9/1/2015,2009,2009-06-30,IA,Wolf Creek,PROB,PLNLOW,TPL,PL-NCULT,47,47e,7,42.44584416,-96.01966152,10230004,NonUrban,3rd,Lower Missouri Region,NA,NA,S,S,T,Intermediate Disturbance,42.44609,96.01988,1773.605528,FW08IA083,YES,NA,64.35140228,18.53,1.044370148,13774,1.073387606,0.045,H,6149.61,NA,102.4,NA,18.24,H,12,NA,751.15,NA,1.71,H,33.38,NA,10.35,NA,2.818,NA,10.38869,H,NA,NA,0,R,10725,H,8.41,NA,247.775,H,23.308,H,39.75,H,104.7,NA,38.41,NA,WADEABLE,51.18,9.407046574,3.365,1.70455,13.25267283,3.727272727,0.363636364,0.645454545,1.057939368,0.095493119,148.5,-1.821760209,96.90909091,85.71428571,96.19047619,99.04761905,0.432834273,0.685443779,-2.507203987,-2.254594482,0,100,0.258942416,0,0.05,0,0,0.465909091,9.8645e-4,74.06417112,0.802139037,0.044318182,0.059090909,0,0.044318182,0.046590909,0.377238789,0.120965909,0.42106482,0.727309091,0,0.060609091,0.6667,WADEABLE,0.6667,0.169259259,3.365,-1.24725333,-0.322475999,-2.541255712,2 Medi,Poor,-1.550861063,Poor,-1.112937248,Good,0.34046482,0.875252333,-0.057866723,0.01359345,-1.866670309,0.144895328,-0.838945617,0.002250354,-2.647749203,0.285650349,-0.860780501,NRS_IA-10100,S,0,10,0,0,0,10,10,10,8,50,535831,-55.87,-8.24,10.06,Midwest
FW08ID003,1,9/1/2015,2008,2008-07-15,ID,Breakfast Creek,PROB,WMTNS,WMT,MT-NROCK,15,15p,10,46.86031503,-116.0390442,17060308,NonUrban,2nd,NA,NA,NA,S,S,S,Intermediate Disturbance,46.86026,116.03896,2246.520131,WIDP99-0690,YES,NA,12.80609989,71.73,1.076180431,12820,1.17709445,0.002,RS,114.86,S,0.918,S,0.1,HRS,12,HS,12.18,HS,1.33,S,0.297,S,1.143,S,0.275,S,0.03632,HS,NA,NA,0,RS,106,HS,6.88,HS,4.0863,HS,11.539,S,0.23,HRS,0.7,S,0.49,HRS,WADEABLE,29.59,11.53395952,5.585,1.7804,5.384015307,6.427272727,0.281818182,0.281818182,2.002233,5.48,NA,1.911167869,37,0.952380952,6.666666667,8.571428571,NA,NA,NA,NA,93,7,NA,0,0,0.004545455,0.111363636,0.338636364,NA,97.32620321,67.37967914,0.189772727,0.096590909,0.344318182,0.242045455,1.009090909,0.614239439,0.554090909,0.571440816,1.3334,0,1.3334,0,WADEABLE,0,5.48,5.585,0.008212927,-0.457627316,-0.468792176,2 Medi,Good,0.175409334,Good,0.030064581,Medi,-0.242731777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NRS_ID-10079,S,10,10,10,10,10,10,10,10,8,100,528271,-112.48,-15.29,9.85,West
FW08ID004,1,9/1/2015,2008,2008-07-17,ID,Fisher Creek,PROB,WMTNS,WMT,MT-NROCK,16,16k,10,45.07920575,-116.0947575,17050123,NonUrban,2nd,NA,NA,NA,S,S,R,Intermediate Disturbance,45.07914,116.09489,1797.216105,WIDP99-0611,YES,NA,38.77360153,44.32,0.746374488,12830,0.759646977,0.002,R,103.4,NA,1.112,NA,0.08,R,12,H,12.34,H,1.42,NA,0.158,NA,0.932,NA,0.273,NA,0.00385,R,NA,NA,0,R,79,H,6.77,H,2.48,HR,6.263,NA,0.35,R,0,NA,0.18,HR,WADEABLE,74.1,39.22648559,9.068421053,6.217315789,32.68629722,11.48181818,0.709090909,0.709090909,1.075529199,0.941576,396,0.938649583,60.30909091,16.19047619,27.61904762,38.0952381,1.896396527,1.852378787,-0.913729204,-0.957746944,11,89,0.441110624,1.904761905,0.004545455,0.004545455,0.079545455,0.465909091,0.009787103,62.8342246,24.46524064,0.070454545,0.172619048,0.104545455,0.246590909,0.470454545,0.522461287,0.311704545,0.312510742,0.454568182,0,0.454568182,0,WADEABLE,0,0.941576,9.068421053,-0.318347694,-0.322475999,-0.957746944,2 Medi,Medi,-0.65570779,Poor,-0.273393213,Good,-0.047892941,13.92403855,1.143765217,0.36097795,-0.442519326,1.31796185,0.119902839,0.034167901,-1.466381704,0.621881592,0.303585668,NRS_ID-10061,R,10,10,10,10,10,10,10,10,8,100,523401,-119.83,-16.02,8.36,West
FW08ID005,1,9/1/2015,2008,2008-07-30,ID,North Fork Pocatello Creek,PROB,WMTNS,XER,XE-NORTH,80,80b,10,42.90979506,-112.327078,17040208,NonUrban,1st,NA,NA,NA,S,NA,S,Intermediate Disturbance,42.90969,112.32708,1231.955713,WIDP99-0700,YES,NA,4.616370201,33.47,0.760230452,12832,0.852084252,0.013,R,6607.8,H,91.43,NA,46.53,NA,12,NA,771.65,NA,2.13,NA,30.88,NA,33.04,NA,1.636,NA,0.23197,NA,NA,NA,0,R,644,H,8.52,NA,90.8919,H,30.357,NA,33.79,NA,107.3,NA,39.7,NA,WADEABLE,5.391304348,2.875607921,0.588235294,0.032470588,0.426824818,1.472727273,0.363636364,5.272727273,1.137130514,6.055555556,223.5,-1.150391976,91.63636364,69.3877551,69.3877551,89.79591837,2.750286856,2.233719676,-3.384111652,-3.900678833,82.9787234,17.0212766,0.079169119,0,0,0,0,0.831818182,1.76209e-4,87.43315508,81.95187166,0,0.169047619,0.152272727,0.034090909,0.305681818,0.413975147,0.237556818,0.663270288,1.969740909,0,1.000022727,0.969718182,WADEABLE,0,6.055555556,0.588235294,-0.500750431,-0.074781698,-3.900678833,3 High,Poor,-1.669236741,Medi,-0.193728295,Good,0.092318367,3.588262929,0.554884258,0.669851951,-0.174021174,0.002272674,-2.643462916,4.2426e-4,-3.372368348,-0.653837275,0.585556451,NRS_ID-10089,S,7.899629765,10,9.339951409,4.02,0,0,10,10,8,64.07,522461,-125.89,-16.52,6.27,West
FW08ID006,1,9/1/2015,2008,2008-07-21,ID,Flat Creek,PROB,WMTNS,XER,XE-NORTH,80,80a,10,42.00729662,-115.2197238,17050102,NonUrban,3rd,NA,NA,NA,R,S,S,Least Disturbed,42.00752,115.2198,741.4804072,WIDP99-0768,YES,NA,80.73490143,77.47,1.081862089,12833,1.091703884,0.005,R,584.38,NA,4.912,NA,1.13,NA,12,NA,63.28,NA,2.12,NA,1.1,NA,5.577,NA,3.432,NA,0.01532,R,NA,NA,0,R,253,H,7.91,NA,46.2513,H,46.009,H,0.98,NA,5.4,NA,6.55,NA,WADEABLE,27.97,16.84297953,3.48,1.0432,10.86250865,4.854545455,0.4,0.4,1.05297709,2.95,148.5,1.450625598,60.81818182,7.619047619,16.19047619,25.71428571,2.037261618,2.06220567,-0.611580072,-0.58663602,75,25,0.388362841,1.904761905,0,0.097727273,0,0.413636364,0,90.10695187,47.32620321,0,0.047727273,0.675,0,1.3125,0.722706228,0.690625,0.400012,0.6667,0,0,0.6667,WADEABLE,0,2.95,3.48,0.121395681,-0.373006768,-0.58663602,2 Medi,Good,0.689982818,Good,0.244190056,Good,-0.116618738,2.472086165,0.393063604,0.030714792,-1.512652423,0.107132169,-0.970080103,0.001331079,-2.875796131,-0.128315516,-0.258108262,NRS_ID-10115,R,10,10,10,10,8.460304731,0,10,10,8,85.58,528731,-121.35,-16.09,7.34,West
FW08ID007,1,9/1/2015,2008,2008-07-09,ID,Shovel Creek,PROB,WMTNS,WMT,MT-NROCK,16,16k,10,45.02324849,-114.4461665,17060206,NonUrban,1st,NA,NA,NA,R,S,R,Least Disturbed,45.02345,114.4463,8262.577167,WIDP99-0605,YES,NA,6.079500198,57.27,1.329635277,12834,1.288163394,0.006,R,992.02,NA,12.2,NA,0.34,NA,3,R,100.7,NA,1.13,NA,3.332,NA,2.617,NA,0.935,NA,0.00576,R,NA,NA,0,R,105,H,7.89,NA,11.1375,H,13.236,NA,2.14,NA,0,NA,0.975,R,WADEABLE,16.53333333,14.24081791,1.415,0.1882,5.278640008,2.027272727,0.227272727,0.227272727,1.117797781,4.62,149,0.7534539,40.36363636,13.33333333,14.28571429,44.76190476,1.84370787,1.916976102,-1.163522202,-1.09025397,91.33333333,8.666666667,0.319272581,0,0,0.009090909,0.027272727,0.656818182,0.039408914,91.71122995,84.89304813,0.121428571,0.0375,0.24047619,0.4,0.903409091,0.70577267,0.506534091,0.250009375,0.33335,0,0.33335,0,WADEABLE,0,4.62,1.415,-0.03933467,-0.175992567,-1.09025397,2 Medi,Good,-0.190225685,Good,0.015001749,Good,0.001642044,0.354795982,-0.450021307,0.058041484,-1.236261493,0.016104149,-1.793062229,0.002634496,-2.579302416,-0.503679821,-0.825855111,NRS_ID-10055,S,10,10,10,10,10,10,10,10,8,100,524241,-142.27,-18.89,8.87,West
FW08ID008,1,9/1/2015,2008,2008-07-23,ID,Big Creek,PROB,WMTNS,XER,XE-NORTH,80,80a,10,42.0474638,-114.4203312,17040213,NonUrban,3rd,NA,NA,NA,S,S,T,Intermediate Disturbance,42.04768,114.42038,2459.748084,FW08ID008,YES,NA,60.12549973,53.08,0.963794981,12841,0.812574857,0.008,R,2117.09,NA,28.14,NA,2.46,NA,11,NA,214.43,NA,2.37,NA,6.803,NA,3.737,NA,2.364,NA,0,R,NA,NA,0,R,197,H,8.47,NA,46.3238,H,25.037,NA,3,NA,3.6,NA,4.01,NA,WADEABLE,24.64,12.50011717,2.57,0.59475,11.99500662,3.263636364,0.327272727,0.668181818,1.210004365,0.378021,148.5,-0.301046906,68.45454545,39.04761905,39.04761905,91.42857143,1.059652266,1.069996969,-1.371043875,-1.360699172,20,80,0.486810334,0,0.197727273,0.409090909,0,0.418181818,0,36.63101604,2.941176471,0,0.027272727,0,0,0,0.244930339,0.1,0.658033569,1.924263636,0,0.424263636,1.5,WADEABLE,0,0.378021,2.57,-2,-0.368371778,-1.360699172,3 High,Good,0.085741893,Poor,-1.647112401,Good,0.040492091,0.319685269,-0.495277375,0.005313953,-2.274582315,0.017424476,-1.758840275,2.89638e-4,-3.538145215,-0.793774314,-1.073206657,NRS_ID-10192,S,10,10,10,10,10,0,10,10,8,87.5,522981,-122.01,-15.92,5.38,West
FW08ID010,1,9/1/2015,2009,2009-07-20,ID,Lake Creek,PROB,WMTNS,WMT,MT-NROCK,16,16k,10,45.33148348,-115.9499493,17060208,NonUrban,2nd,NA,NA,NA,S,NA,S,Intermediate Disturbance,45.33138889,115.95,938.3458639,FW08ID010,YES,NA,33.02959824,66.27,0.992113052,13630,1.035336032,0.001,RS,234.73,S,2.729,S,0.07,RS,32,S,25.93,S,2.76,HS,0.374,S,2.056,S,0.347,S,4.1e-4,RS,NA,NA,0,RS,30,S,7.31,S,27.7438,S,12.612,HS,0.37,RS,0.4,S,1.79,RS,WADEABLE,36.76923077,12.22700399,6.147368421,2.258894737,11.23268051,6.936363636,0.383636364,0.825,1.015174808,2.15,218,1.088236377,38.58181818,10.47619048,23.80952381,35.23809524,1.951236381,1.969821933,-0.881585556,-0.863000003,76.92307692,23.07692308,0.305491311,0,0.156818182,0.102272727,0.065909091,0.429545455,0.002790109,71.39037433,20.85561497,0.088095238,0.071590909,0.251136364,0.139285714,0.904545455,0.65604808,0.507045455,0.250009375,0.33335,0,0.33335,0,WADEABLE,0,2.15,6.147368421,-0.038794704,-0.356996206,-0.863000003,2 Medi,Medi,-0.366875328,Good,0.044599948,Good,-0.091285893,3.989833537,0.600954777,0.113871937,-0.943583292,0.369675479,-0.432179356,0.010550732,-1.976717424,0.110886277,-0.214995119,NRS_ID-10194,R,10,10,10,10,7.721518987,NA,10,10,7,96.75,549361,-124.4,-16.09,4.32,West
FW08ID013,1,9/1/2015,2009,2009-07-09,ID,Snake River,PROB,WMTNS,XER,XE-NORTH,12,12i,10,42.5756575,-113.6292099,17040209,NonUrban,7th,NA,NA,NA,T,NA,T,Most Disturbed,42.57638889,113.6291667,321.648023,FW08ID013,YES,NO,44175.89844,11.92,0.474364963,13632,0.480934119,0.021,NA,2701.08,NA,43.21,NA,12.15,NA,20,NA,376,NA,2.25,NA,11.95,NA,13.7,NA,2.614,NA,0.03551,NA,NA,NA,0.00469,R,280,NA,8.36,NA,60.32,NA,10.273,NA,32.69,NA,9.7,NA,8.34,NA,BOATABLE,211.2264,52.01663829,278.7272727,590.297016,28.66820737,289.8888889,0.5,2.7,1.022780966,0.006930738,4258.405251,-2.110924375,NA,100,100,NA,-0.046470224,0.043001703,-2.153926078,-2.06445415,0,100,13.57226529,NA,0.013636364,0.254545455,0.01,0.441818182,0,26.47058824,NA,0.1125,0.2725,0.12875,0.1525,0.48452381,0.285274208,0.318035714,0.784179494,3.63348,0.2,2.283415,1.350065,BOATABLE,0.6667,0.006930738,278.7272727,-0.305812793,-0.345036296,-2.06445415,3 High,Poor,-2.15086415,Good,0.022387207,Good,0.886245521,218.8938768,2.340233613,0.005199796,-2.284013705,107.5503642,2.031611886,0.002554845,-2.592635432,0.221721052,0.113944717,NRS_ID-10197,T,10,10,10,10,7.024859663,10,10,10,8,96.28,550071,-127.1,-16.5,4.94,West
FW08ID014,1,9/1/2015,2009,2009-07-21,ID,Middle Fork Clearwater River,PROB,WMTNS,WMT,MT-NROCK,15,15j,10,46.13488438,-115.9599482,17060304,NonUrban,6th,NA,NA,NA,R,NA,R,Least Disturbed,46.14694444,115.9391667,207.1539113,FW08ID014,YES,YES,8826.910156,84.28,1.423889229,13922,1.384856115,0.013,R,241.98,NA,2.829,NA,0.1,R,18,NA,27.6,NA,1.55,H,0.506,NA,1.712,NA,0.491,NA,0,R,NA,NA,0,R,13,R,7.48,NA,20.1775,NA,11.654,H,0.54,NA,0.7,NA,0.72,R,BOATABLE,149.0672269,77.70094028,115.5454545,169.58,40.96588409,187.5354545,3.110909091,4.58,1.866814534,0.202830763,4400,2.14877268,NA,0,0,NA,2.098592284,1.755073267,0.393699413,0.050180396,58.71559633,41.28440367,27.48148265,NA,0,0,0,0.081818182,0.048485,15.24064171,NA,0.153409091,0.526136364,0.144318182,0.292045455,0.618181818,0.330483491,0.378181818,0.597564166,1.484868182,0.113636364,1.219713636,0.265154545,BOATABLE,0.068181818,0.202830763,115.5454545,-0.201914638,-1.037071311,0.050180396,2 Medi,Good,-0.315319604,Good,-0.079194638,Poor,-0.635242727,1895.923403,3.277820788,0.214833707,-0.667897578,56.93577406,1.755385229,0.006451592,-2.190333136,-0.064790786,1.068225848,NRS_ID-10198,S,10,10,10,10,10,0,10,10,8,87.5,549851,-121.01,-16.1,7.83,West
FW08ID016,1,9/1/2015,2009,2009-07-06,ID,Clover Creek,PROB,WMTNS,XER,XE-NORTH,80,80a,10,42.525315,-115.490775,17050102,NonUrban,5th,NA,NA,NA,T,T,T,Most Disturbed,42.52527778,115.4911111,724.4899004,FW08ID016,YES,YES,1275.040039,65.1,1.108171442,13500,1.19194312,0.004,R,1532,NA,16.54,NA,1.65,NA,31,NA,161.46,NA,5.38,NA,3.939,NA,10.23,NA,5.076,NA,0.00139,R,NA,NA,0,R,404,NA,8.52,NA,158.7625,NA,41.486,H,1.22,NA,1.8,NA,2.19,NA,WADEABLE,78.73,22.90553945,7.235294118,5.275823529,16.56391919,9.190909091,0.727272727,2.575,1.418540547,1.1,277.2,-0.272032691,71.27272727,40,58.0952381,74.28571429,2.271248598,2.007073808,-2.279106499,-2.543281288,2,98,0.210388914,1.904761905,0.129545455,0.140909091,0,0.122727273,0,70.85561497,2.540106952,0,0.126136364,0.240909091,0,0.586363636,0.511991699,0.363863636,0.5,1,0,0,1,WADEABLE,0,1.1,7.235294118,-0.224488846,-0.877039828,-2.543281288,2 Medi,Poor,-1.682025175,Good,0.005204841,Poor,-0.540025135,25.01819439,1.398255963,0.019742361,-1.704600922,2.49138049,0.396440059,0.001965999,-2.706416826,0.070513453,0.053460683,NRS_ID-10200,R,10,10,2.744169096,8.82,10,10,10,10,8,89.46,551271,-112.54,-14.77,5.64,West
FW08ID017,1,9/1/2015,2009,2009-08-04,ID,Salmon River,PROB,WMTNS,WMT,MT-NROCK,16,16j,10,45.36948406,-114.2899056,17060203,NonUrban,7th,NA,NA,NA,S,NA,S,Intermediate Disturbance,45.36944444,114.29,146.5563441,FW08ID017,YES,YES,13944.90039,50.47,1.28880555,13924,1.294286127,0.004,HR,2020.83,NA,28.71,NA,3.12,NA,15,NA,241.95,NA,1.82,NA,6.068,NA,10.93,NA,1.635,NA,0,R,NA,NA,0,R,108,NA,8.23,NA,44.1425,NA,15.27,H,14.89,NA,1.6,NA,1.38,R,BOATABLE,171.4583333,84.98890536,53.5,72.605,40.3667778,68.04545455,1.54,3,1.059770484,0.18337971,1881.511303,2.512047964,NA,0,0,NA,1.900837058,1.554026206,0.958021758,0.611210906,45.83333333,54.16666667,23.54319969,NA,0.013636364,0.120454545,0,0.304545455,0,37.90849673,NA,0.1,0.58125,0.1825,0.1175,0.61375,0.414328454,0.3761875,0.571434137,1.333363636,0.212122727,1.333363636,0,BOATABLE,0,0.18337971,53.5,-0.204989441,-0.502316586,0.611210906,2 Medi,Good,0.245710906,Good,-0.082269441,Good,0.061982036,306.2575084,2.486086745,0.023009111,-1.638100153,40.93938751,1.612141341,0.003075774,-2.512045557,-0.383683404,0.172908669,NRS_ID-10201,S,7.757621622,5.451700565,7.795108696,10,10,10,10,10,8,88.76,545181,-135,-17.41,4.28,West
FW08ID019,1,9/1/2015,2009,2009-08-12,ID,Spokane River,PROB,WMTNS,WMT,MT-NROCK,15,15s,10,47.69644765,-116.9152781,17010305,Urban,7th,NA,NA,NA,T,T,T,Most Disturbed,47.69611111,116.9155556,146.5563441,FW08ID019,YES,YES,9673.910156,0,0.473035784,13926,0.442693422,0.005,R,347.74,NA,5.122,NA,0.97,NA,8,NA,46.55,NA,1.19,NA,1.45,NA,1.599,NA,0.545,NA,0.02318,NA,NA,NA,0,R,86,NA,7.57,NA,10.54,NA,9.118,NA,3.03,NA,0.8,NA,0.73,R,BOATABLE,683.17872,172.344171,226.2727273,1465.1736,112.3211727,220.6,0.42,3.14,1.176341383,0.080448416,3771.793263,-2.110924375,NA,100,100,NA,1.793776344,1.528567608,-3.639491983,-3.904700719,0,100,16.44096477,NA,0,0,0.004545455,0.259090909,0,41.57754011,NA,0.143181818,0.620454545,0.098863636,0.244318182,0.503409091,0.323092336,0.326534091,0.782182962,3.591009091,0.727272727,3.591009091,0,BOATABLE,0,0.080448416,226.2727273,-0.289536445,-0.570100974,-3.904700719,3 High,Poor,-4.270200719,Good,-0.166816445,Medi,-0.310179352,4423.535506,3.645769518,0.459166115,-0.338030169,3757.667442,3.574918342,0.390048539,-0.408881344,1.717262691,1.41407218,NRS_ID-10203,T,10,10,10,10,10,10,10,10,8,100,546071,-109.2,-13.93,2.25,West
