"PUBLICATION_DATE","SITE_ID","DATE_COL","SITESAMP","VISIT_NO","AG_ECO3","AG_ECO3_NM","AG_ECO9","AG_ECO9_NM","BOAT_WADE","BORD_RIV","CH0813_WGT","CHNG_SF","CNTYNAME","COMID","DESC_CODE","ELEVATION","EPA_REG","EVALSTAT","EVALUATED","FEOW_ID","FRAME14","FRAME18_ID","FS_EW","GNIS_ID","GNIS_NAME","HUC2","HUC2_REG","HUC8","HUC8_NM","LAT_DD83","LON_DD83","MAJ_BAS_NM","MAJ_BASIN","MISS_BASIN","MISS_BASIN_NM","NA_L1CODE","NA_L1NAME","NA_L2CODE","NA_L2NAME","NA_L3CODE","NA_L3NAME","NARS_NAME","NARS_OWN","NFWAWGTCAT","NRS13_EVAL","NRS13_MDC","NRS13_PNL","NRS13_SF","NRS13_STRA","NRS13_TNT","NRS13_URBN","NRS13_VST","NRS13_WGTD","NRSA_USE","OWN_CODE","OWN_DESC","OWN_TYPE","OWNSHP","PSTL_CODE","REACHCODE","RT_NRSA","SITETYPE","SO","SORT13_ID","SORT18_ID","SOURCE","STATE","STATECTY","STATEID","STRAH_CAL","STRAH_CAT","STRAH_ORD","STUDY","US_L3CODE","US_L3NAME","US_L4CODE","US_L4NAME","WGT_EXT_SP","XCOORD","YCOORD","YEAR"
"4/29/2019","NJLS-1043",2013-06-05,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","","",0,0,"Bergen",6249688,501,13.28,"Region_2","Target-Sampled","YES",118,"NRSA14_ST","NJ24963","",879901,"Saddle River","H02","MA","H02030103","Hackensack-Passaic",40.91547,-74.08986,"Mid-Atlantic Region","H02","","",8,"EASTERN TEMPERATE FORESTS",8.3,"SOUTHEASTERN USA PLAINS","8.3.1","Northern Piedmont","Saddle River","Local Government","","Target_Sampled","NJ_LargeStreams_SAP","Base_NewLargeStreams","Include","NJ","Target","Urban",1,741.70152,"YES",520,"Local Recreation Area","Local Government","County Land","NJ",2.03e+12,"Im","PROB",4,"NJ1043","NJ_10030","NHDPlusV1","NJ",34003,"",4,"LargeStreams",4,"NRSA",64,"Northern Piedmont","64e","Glaciated Triassic Lowlands",190.8559548,1814278,592813.9,"2013"
"4/29/2019","DELS-1036",2013-06-05,"Y",1,"PLNLOW","Plains and Lowlands","CPL","Coastal Plains","","",0,0,"Kent",8391150,NA,10.46,"Region_3","Target-Sampled","YES",158,"NRSA14_ST","DE6827","",582839,"Marshyhope Creek","H02","MA","H02080109","Nanticoke",38.85149,-75.66956,"Mid-Atlantic Region","H02","","",8,"EASTERN TEMPERATE FORESTS",8.5,"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8.5.1","Middle Atlantic Coastal Plain","Marshyhope Creek","Private","","Target_Sampled","DE_LargeStreams_CPL","Base_NewLargeStreams","Include","DE","Target","NonUrban",1,127.98514,"YES",NA,"","","","DE",2.08e+12,"In","PROB",4,"DE1036","DE_10028","NHDPlusV1","DE",10001,"",4,"LargeStreams",4,"NRSA",63,"Middle Atlantic Coastal Plain","63f","Delmarva Uplands",27.06030047,1734648,337735.4,"2013"
"4/29/2019","NES9-0923",2013-06-04,"Y",1,"PLNLOW","Plains and Lowlands","SPL","Southern Plains","Wadeable","",0,0,"Nance",17298454,NA,512.11,"Region_7","Target-Sampled","YES",143,"NRSA14_ST","NE33946","",834111,"Timber Creek","H10L","MS","H10210010","Cedar",41.41566,-98.08897,"Missouri Region","H10","H10L","Lower Missouri Region",9,"GREAT PLAINS",9.4,"SOUTH CENTRAL SEMI-ARID PRAIRIES","9.4.2","Central Great Plains","Timber Creek","Private","NE_4th","Target_Sampled","NE_Streams_NE_4th","Base_09Stream","Include","NE","Target","NonUrban",1,1,"YES",NA,"","","","NE",1.02e+13,"Im","PROB",4,"NE0923","NE_10004","NHDPlusV1","NE",31125,"",4,"LargeStreams",4,"NRSA",27,"Central Great Plains","27e","Central Nebraska Loess Plains",88.20179831,-173274.9,440643.5,"2013"
"4/29/2019","NES9-0930",2013-06-03,"Y",1,"PLNLOW","Plains and Lowlands","SPL","Southern Plains","Wadeable","",0,0,"Platte",17421362,NA,496.89,"Region_7","Target-Sampled","YES",143,"NRSA14_ST","NE18088","",833376,"Shell Creek","H10L","MS","H10200201","Lower Platte-Shell",41.67311,-97.67665,"Missouri Region","H10","H10L","Lower Missouri Region",9,"GREAT PLAINS",9.4,"SOUTH CENTRAL SEMI-ARID PRAIRIES","9.4.2","Central Great Plains","Shell Creek","Private","NE_4th","Target_Sampled","NE_Streams_NE_4th","Base_09Stream","Include","NE","Target","NonUrban",1,1,"YES",NA,"","","","NE",1.02e+13,"Im","PROB",4,"NE0930","NE_10061","NHDPlusV1","NE",31141,"",4,"LargeStreams",4,"NRSA",27,"Central Great Plains","27e","Central Nebraska Loess Plains",88.20179831,-138569.7,468774.5,"2013"
"4/29/2019","WVRF-0001",2013-06-05,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","","",NA,NA,"",5895084,NA,NA,"Region_3","Target-Sampled","YES",NA,"","","",NA,"","","","H2070004","",39.49549798,-78.30457442,"Mid-Atlantic Region","H02","","",8,"EASTERN TEMPERATE FORESTS",8.4,"OZARK/OUACHITA-APPALACHIAN FORESTS","8.4.1","Ridge and Valley","","","","Target_Sampled","","","","","Target","NonUrban",NA,NA,"YES",NA,"","","","WV",2.07e+12,"R","HAND",1,"","","","WV",NA,"",NA,"",NA,"NRSA",67,"Ridge and Valley","67b","Northern Shale Valleys",NA,NA,NA,"2013"
"4/29/2019","OKS9-0935",2013-06-04,"Y",1,"PLNLOW","Plains and Lowlands","SPL","Southern Plains","Wadeable","",0,0,"Roger Mills",3142124,NA,663.93,"Region_6","Target-Sampled","YES",144,"NRSA14_ST","OK58046","",1101653,"Sergeant Major Creek","H11","MS","H11130301","Washita Headwaters",35.54539,-99.72271,"Arkansas-White-Red Region","H11","H11","Arkansas-White-Red Region",9,"GREAT PLAINS",9.4,"SOUTH CENTRAL SEMI-ARID PRAIRIES","9.4.2","Central Great Plains","Sergeant Major Creek","Private","OK_1st2nd","Target_Sampled","OK_Streams_OK_1st2n","Base_09Stream","Include","OK","Target","NonUrban",1,1,"YES",NA,"","","","OK",1.11e+13,"R","PROB",2,"OK0935","OK_10006","NHDPlusV1","OK",40129,"",2,"SmallStreams",2,"NRSA",27,"Central Great Plains","27q","Rolling Red Hills",948.2264719,-334492.2,-212396.1,"2013"
"4/29/2019","PAS9-0918",2013-06-06,"Y",1,"EHIGH","Eastern Highlands","NAP","Northern Appalachians","Wadeable","",0,0,"Tioga",8144108,301,431.23,"Region_3","Target-Sampled","YES",158,"NRSA14_ST","PA57985","",1171398,"Cedar Run","H02","MA","H02050205","Pine",41.60763,-77.50377,"Mid-Atlantic Region","H02","","",5,"NORTHERN FORESTS",5.3,"ATLANTIC HIGHLANDS","5.3.3","North Central Appalachians","Cedar Run","State","PA_2nd","Target_Sampled","PA_Streams_PA_2nd","Base_09Stream","Include","PA","Target","NonUrban",1,1,"YES",340,"State Forest","State","State Department of Natural Resources","PA",2.05e+12,"R","PROB",2,"PA0918","PA_10004","NHDPlusV1","PA",42117,"",2,"SmallStreams",2,"NRSA",62,"North Central Appalachians","62d","Unglaciated High Allegheny Plateau",694.201007,1520517,608662.7,"2013"
"4/29/2019","MDS9-0914",2013-06-06,"Y",1,"PLNLOW","Plains and Lowlands","CPL","Coastal Plains","Boatable","",0,0,"Caroline",8392364,NA,0.13,"Region_3","Target-Sampled","YES",158,"NRSA14_ST","MD24126","",582839,"Marshyhope Creek","H02","MA","H02080109","Nanticoke",38.68908,-75.7699,"Mid-Atlantic Region","H02","","",8,"EASTERN TEMPERATE FORESTS",8.5,"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8.5.1","Middle Atlantic Coastal Plain","Marshyhope Creek","Private","MD_4th5th","Target_Sampled","MD_Streams_MD_4th5t","Base_09Stream_RVT","Include","MD","Target","Urban",2,1,"YES",NA,"","","","MD",2.08e+12,"In","PROB",4,"MD0914","MD_10001","NHDPlusV1","MD",24011,"",4,"LargeStreams",4,"NRSA",63,"Middle Atlantic Coastal Plain","63f","Delmarva Uplands",306.7622915,1730063,318115.7,"2013"
"4/29/2019","NJR9-0901",2013-06-06,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","Boatable","NJ:PA",0,0,"Pike",4151670,112,113.06,"Region_2","Target-Sampled","YES",118,"NRSA14_ST","NJ32013","",217887,"Delaware River","H02","MA","H02040104","Middle Delaware-Mongaup-Brodhead",41.27242,-74.84022,"Mid-Atlantic Region","H02","","",8,"EASTERN TEMPERATE FORESTS",8.4,"OZARK/OUACHITA-APPALACHIAN FORESTS","8.4.1","Ridge and Valley","Delaware River","NPS","NJ_6th+","Target_Sampled","NJ_Rivers_NJ_6th+","Base_09River_RVT","Include","NJ","Target","NonUrban",2,1,"YES",145,"Recreation Management Area","Federal","National Park Service (NPS)","NJ",2.04e+12,"In","PROB",6,"NJ0901","NJ_10002","NHDPlusV1","NJ:PA",42103,"",6,"RiversMajor",6,"NRSA",67,"Ridge and Valley","67l","Northern Glaciated Limestone Ridges, Valleys, and Terraces",5.822009542,1744368,617709.3,"2013"
"4/29/2019","TXS9-0926",2013-06-06,"Y",1,"PLNLOW","Plains and Lowlands","CPL","Coastal Plains","Wadeable","",0,0,"Harris",1440185,NA,26.06,"Region_6","Target-Sampled","YES",141,"NRSA14_ST","TX63560","",NA,"","H12","TX","H12040104","Buffalo-San Jacinto",29.91047,-95.49178,"Rio Grande-Texas-Gulf Region","H12_13","","",9,"GREAT PLAINS",9.5,"TEXAS-LOUISIANA COASTAL PLAIN","9.5.1","Western Gulf Coastal Plain","","Private","TX_1st","Target_Sampled","TX_Streams_TX_1st","Base_09Stream_RVT","Include","TX","Target","Urban",2,1,"YES",NA,"","","","TX",1.2e+13,"Im","PROB",1,"TX0926","TX_10001","NHDPlusV1","TX",48201,"",1,"SmallStreams",1,"NRSA",34,"Western Gulf Coastal Plain","34a","Northern Humid Gulf Coastal Prairies",3146.69663,49036.42,-847215.2,"2013"
"4/29/2019","NJSS-1082",2013-06-07,"Y",1,"EHIGH","Eastern Highlands","NAP","Northern Appalachians","","",0,0,"Passaic",6246014,700,272.07,"Region_2","Target-Sampled","YES",118,"NRSA14_ST","NJ27627","",NA,"","H02","MA","H02030103","Hackensack-Passaic",41.0507,-74.38407,"Mid-Atlantic Region","H02","","",5,"NORTHERN FORESTS",5.3,"ATLANTIC HIGHLANDS","5.3.1","Northern Appalachian and Atlantic Maritime Highlands","","Private","","Target_Sampled","NJ_SmallStreams_NAP","Base_NewSmallStreams","Include","NJ","Target","NonUrban",1,474.67201,"YES",910,"Private Conservation Land","Unknown Landowner","Unknown","NJ",2.03e+12,"Im","PROB",1,"NJ1082","NJ_10025","NHDPlusV1","NJ",34031,"",1,"SmallStreams",1,"NRSA",58,"Northeastern Highlands","58i","Glaciated Reading Prong/Hudson Highlands",286.7284931,1786925,601986.8,"2013"
"4/29/2019","NJRO-1020",2013-06-09,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","","",0,0,"Morris",6249754,501,48.51,"Region_2","Target-Sampled","YES",118,"NRSA14_ST","NJ25126","",879159,"Passaic River","H02","MA","H02030103","Hackensack-Passaic",40.90745,-74.30466,"Mid-Atlantic Region","H02","","",8,"EASTERN TEMPERATE FORESTS",8.3,"SOUTHEASTERN USA PLAINS","8.3.1","Northern Piedmont","Passaic River","Local Government","","Target_Sampled","NJ_RiversOther_SAP","Base_NewRiversOther","Include","NJ","Target","NonUrban",1,172.38495,"YES",510,"Local Recreation Area","Local Government","City Land","NJ",2.03e+12,"Im","PROB",5,"NJ1020","NJ_10031","NHDPlusV1","NJ",34027,"",5,"RiversOther",5,"NRSA",64,"Northern Piedmont","64f","Passaic Basin Freshwater Wetlands",111.7962681,1797006,587858,"2013"
"4/29/2019","MNSS-1171",2013-06-06,"Y",1,"PLNLOW","Plains and Lowlands","UMW","Upper Midwest","","",0,0,"Ramsey",1103808,NA,243.24,"Region_5","Target-Sampled","YES",148,"NRSA14_ST","MN22115","",639721,"Battle Creek","H07","MS","H07010206","Twin Cities",44.94257,-93.02145,"Upper Mississippi Region","H07","H07","Upper Mississippi Region",8,"EASTERN TEMPERATE FORESTS",8.1,"MIXED WOOD PLAINS","8.1.4","North Central Hardwood Forests","Battle Creek","Private","","Target_Sampled","MN_SmallStreams_UMW","Base_NewSmallStreams","Include","MN","Target","Urban",1,5594.25648,"YES",NA,"","","","MN",7.01e+12,"?","PROB",2,"MN1171","MN_10024","NHDPlusV1","MN",27123,"",2,"SmallStreams",2,"NRSA",51,"North Central Hardwood Forests","51a","St. Croix Stagnation Moraines",2696.605533,235400.9,836389.5,"2013"
"4/29/2019","PAS9-0923",2013-06-10,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","Wadeable","",0,0,"Indiana",4581730,NA,275.15,"Region_3","Target-Sampled","YES",150,"NRSA14_ST","PA80498","",1169760,"Blacklegs Creek","H05","MS","H05010008","Kiskiminetas",40.52159,-79.39899,"Ohio-Tennessee Region","H05_06","H05","Ohio Region",8,"EASTERN TEMPERATE FORESTS",8.4,"OZARK/OUACHITA-APPALACHIAN FORESTS","8.4.3","Western Allegheny Plateau","Blacklegs Creek","Private","PA_3rd","Target_Sampled","PA_Streams_PA_3rd","Base_09Stream","Include","PA","Target","NonUrban",1,1,"YES",NA,"","","","PA",5.01e+12,"Im","PROB",3,"PA0923","PA_10008","NHDPlusV1","PA",42063,"",3,"LargeStreams",3,"NRSA",70,"Western Allegheny Plateau","70c","Pittsburgh Low Plateau",1428.934493,1387532,460125.5,"2013"
"4/29/2019","NJS9-0909",2013-06-11,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","Wadeable","",0,0,"Sussex",2583245,300,236.38,"Region_2","Target-Sampled","YES",118,"NRSA14_ST","NJ33249","",NA,"","H02","MA","H02040105","Middle Delaware-Musconetcong",41.11046,-74.84292,"Mid-Atlantic Region","H02","","",8,"EASTERN TEMPERATE FORESTS",8.4,"OZARK/OUACHITA-APPALACHIAN FORESTS","8.4.1","Ridge and Valley","","State","NJ_3rd4th5th","Target_Sampled","NJ_Streams_NJ_3rd4t","Base_09Stream_RVT","Include","NJ","Target","NonUrban",2,1,"YES",340,"State Park","State","State Department of Natural Resources","NJ",2.04e+12,"In","PROB",3,"NJ0909","NJ_10021","NHDPlusV1","NJ",34037,"",3,"LargeStreams",3,"NRSA",67,"Ridge and Valley","67m","Northern Glaciated Ridges",959.3401185,1748152,599974.3,"2013"
"4/29/2019","NER9-0904",2013-06-10,"Y",1,"PLNLOW","Plains and Lowlands","SPL","Southern Plains","Wadeable","",0,0,"Hall",7265679,NA,577.79,"Region_7","Target-Sampled","YES",143,"NRSA14_ST","NE12233","",NA,"","H10L","MS","H10200101","Middle Platte-Buffalo",40.79966,-98.43775,"Missouri Region","H10","H10L","Lower Missouri Region",9,"GREAT PLAINS",9.4,"SOUTH CENTRAL SEMI-ARID PRAIRIES","9.4.2","Central Great Plains","","Private","NE_7th+","Target_Sampled","NE_Rivers_NE_7th+","Base_09River","Include","NE","Target","NonUrban",1,1,"YES",NA,"","","","NE",1.02e+13,"In","PROB",7,"NE0904","NE_10009","NHDPlusV1","NE",31079,"",0,"RiversOther",8,"NRSA",27,"Central Great Plains","27g","Platte River Valley",272.3531412,-203968.9,372385.7,"2013"
"4/29/2019","AZRM-1002",2013-06-08,"Y",1,"WMTNS","West","XER","Xeric","","",0,0,"Mohave",20726660,NA,439.39,"Region_9","Target-Sampled","YES",130,"NRSA14_ST","AZ6156","",45730,"Colorado River","H15","CO","H15010002","Grand Canyon",35.9166,-113.3347,"Lower Colorado Region","H15","","",10,"NORTH AMERICAN DESERTS",10.2,"WARM DESERTS","10.2.1","Mojave Basin and Range","Colorado River","Private","","Target_Sampled","AZ_RiversMajor_XER","Base_NewRiversMajor","Include","AZ","Target","NonUrban",1,472.09956,"YES",NA,"","","","AZ",1.5e+13,"In","PROB",8,"AZ1002","AZ_10014","NHDPlusV1","AZ",4015,"",9,"RiversMajor",9,"NRSA",14,"Mojave Basin and Range","14p","Lower Grand Canyon",222.8968283,-1541787,-36380.51,"2013"
"4/29/2019","MDRM-1003",2013-06-11,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","","MD:WV",0,0,"Allegany",14364764,NA,242.3,"Region_3","Target-Sampled","YES",158,"NRSA14_ST","MD16653","",586218,"North Branch Potomac River","H02","MA","H02070002","North Branch Potomac",39.44732,-78.97643,"Mid-Atlantic Region","H02","","",8,"EASTERN TEMPERATE FORESTS",8.4,"OZARK/OUACHITA-APPALACHIAN FORESTS","8.4.1","Ridge and Valley","North Branch Potomac River","Private","","Target_Sampled","MD_RiversMajor_SAP","Base_NewRiversMajor","Include","MD","Target","Urban",1,433.29365,"YES",NA,"","","","MD",2.07e+12,"Im","PROB",5,"MD1003","MD_10006","NHDPlusV1","MD:WV",24001,"",5,"RiversMajor",5,"NRSA",67,"Ridge and Valley","67d","Northern Dissected Ridges and Knobs",122.3564205,1443923,347932.7,"2013"
"4/29/2019","NVRM-1001",2013-06-10,"Y",1,"WMTNS","West","XER","Xeric","","",0,0,"Clark",4915882,118,439.55,"Region_9","Target-Sampled","YES",129,"NRSA14_ST","NV4850","",856418,"Virgin River","H15","CO","H15010010","Lower Virgin",36.73991,-114.206,"Lower Colorado Region","H15","","",10,"NORTH AMERICAN DESERTS",10.2,"WARM DESERTS","10.2.1","Mojave Basin and Range","Virgin River","BLM","","Target_Sampled","NV_RiversMajor_XER","Base_NewRiversMajor","Include","NV","Target","NonUrban",1,349.07682,"YES",110,"Area of Critical Environmental Concern","Federal","Bureau of Land Management (BLM)","NV",1.5e+13,"Im","PROB",7,"NV1001","NV_10008","NHDPlusV1","NV",32003,"",7,"RiversMajor",7,"NRSA",14,"Mojave Basin and Range","14e","Arid Valleys and Canyonlands",130.2523488,-1600799,68635.97,"2013"
"4/29/2019","OKR9-0909",2013-06-11,"Y",1,"PLNLOW","Plains and Lowlands","SPL","Southern Plains","Wadeable","",0,0,"Tillman",560591,NA,396.29,"Region_6","Target-Sampled","YES",144,"NRSA14_ST","OK50659","",1096340,"Otter Creek","H11","MS","H11120303","Lower North Fork Red",34.59159,-99.02375,"Arkansas-White-Red Region","H11","H11","Arkansas-White-Red Region",9,"GREAT PLAINS",9.4,"SOUTH CENTRAL SEMI-ARID PRAIRIES","9.4.2","Central Great Plains","Otter Creek","Private","OK_5th","Target_Sampled","OK_Rivers_OK_5th","Base_09River","Include","OK","Target","NonUrban",1,1,"YES",NA,"","","","OK",1.11e+13,"Im","PROB",5,"OK0909","OK_10070","NHDPlusV1","OK",40141,"",5,"RiversOther",5,"NRSA",27,"Central Great Plains","27h","Red Prairie",214.3522246,-275108.9,-321294.2,"2013"
"4/29/2019","OKS9-0931",2013-06-10,"Y",1,"PLNLOW","Plains and Lowlands","SPL","Southern Plains","Wadeable","",0,0,"Comanche",673110,NA,380.55,"Region_6","Target-Sampled","YES",144,"NRSA14_ST","OK55989","",NA,"","H11","MS","H11130202","Cache",34.83934,-98.306,"Arkansas-White-Red Region","H11","H11","Arkansas-White-Red Region",9,"GREAT PLAINS",9.4,"SOUTH CENTRAL SEMI-ARID PRAIRIES","9.4.2","Central Great Plains","","Private","OK_1st2nd","Target_Sampled","OK_Streams_OK_1st2n","Base_09Stream_RVT","Include","OK","Target","NonUrban",1,1,"YES",NA,"","","","OK",1.11e+13,"Im","PROB",2,"OK0931","OK_10003","NHDPlusV1","OK",40031,"",2,"SmallStreams",2,"NRSA",27,"Central Great Plains","27o","Cross Timbers Transition",948.2264719,-209147.8,-295421.5,"2013"
"4/29/2019","NELS-1074",2013-06-11,"Y",1,"PLNLOW","Plains and Lowlands","SPL","Southern Plains","","",0,0,"Dawson",7264087,NA,738.97,"Region_7","Target-Sampled","YES",143,"NRSA14_ST","NE9166","",829414,"French Creek","H10L","MS","H10200101","Middle Platte-Buffalo",40.84166,-99.74438,"Missouri Region","H10","H10L","Lower Missouri Region",9,"GREAT PLAINS",9.4,"SOUTH CENTRAL SEMI-ARID PRAIRIES","9.4.2","Central Great Plains","French Creek","Private","","Target_Sampled","NE_LargeStreams_SPL","Base_NewLargeStreams","Include","NE","Target","NonUrban",1,2005.23268,"YES",NA,"","","","NE",1.02e+13,"In","PROB",3,"NE1074","NE_10018","NHDPlusV1","NE",31047,"",3,"LargeStreams",3,"NRSA",27,"Central Great Plains","27g","Platte River Valley",538.9521536,-313063.1,380641.6,"2013"
"4/29/2019","PALS-1090",2013-06-11,"Y",1,"EHIGH","Eastern Highlands","NAP","Northern Appalachians","","",0,0,"Forest",10220080,122,355.01,"Region_3","Target-Sampled","YES",150,"NRSA14_ST","PA94439","",1209943,"Ross Run","H05","MS","H05010003","Middle Allegheny-Tionesta",41.51621,-79.32288,"Ohio-Tennessee Region","H05_06","H05","Ohio Region",5,"NORTHERN FORESTS",5.3,"ATLANTIC HIGHLANDS","5.3.3","North Central Appalachians","Ross Run","DOD","","Target_Sampled","PA_LargeStreams_NAP","Base_NewLargeStreams","Include","PA","Target","NonUrban",1,1102.45991,"YES",135,"Military Land","Federal","Department of Defense (DOD)","PA",5.01e+12,"Im","PROB",3,"PA1090","PA_10056","NHDPlusV1","PA",42053,"",3,"LargeStreams",3,"NRSA",62,"North Central Appalachians","62d","Unglaciated High Allegheny Plateau",552.2456821,1374384,570897.2,"2013"
"4/29/2019","KSRS-1340",2013-06-10,"Y",1,"PLNLOW","Plains and Lowlands","TPL","Temporate Plains","","",0,0,"Osage",10125504,NA,320.17,"Region_7","Target-Sampled","YES",146,"NRSA14_ST","KS53284","",477559,"Frog Creek","H10L","MS","H10290101","Upper Marais Des Cygnes",38.43482,-95.74648,"Missouri Region","H10","H10L","Lower Missouri Region",9,"GREAT PLAINS",9.2,"TEMPERATE PRAIRIES","9.2.4","Central Irregular Plains","Frog Creek","Private","","Target_Sampled","KS_RiverStream","Base_NewRiverStream","Include","KS","Target","NonUrban",1,987.90857,"YES",NA,"","","","KS",1.03e+13,"Im","PROB",3,"KS1340","KS_10069","NHDPlusV1","KS",20139,"SPB-340",3,"LargeStreams",3,"NRSA",40,"Central Irregular Plains","40b","Osage Cuestas",341.4498869,21921.85,104804.9,"2013"
"4/29/2019","NDSS-1103",2013-06-11,"Y",1,"PLNLOW","Plains and Lowlands","NPL","Northern Plains","","",0,0,"Grant",16214278,NA,669.89,"Region_8","Target-Sampled","YES",142,"NRSA14_ST","ND45168","",1028105,"Boxelder Creek","H10U","MS","H10130204","Upper Cannonball",46.31488,-101.6123,"Missouri Region","H10","H10U","Upper Missouri Region",9,"GREAT PLAINS",9.3,"WEST-CENTRAL SEMI-ARID PRAIRIES","9.3.3","Northwestern Great Plains","Boxelder Creek","Private","","Target_Sampled","ND_SmallStreams_NPL","Base_NewSmallStreams","Include","ND","Target","NonUrban",1,135.74428,"YES",NA,"","","","ND",1.01e+13,"Im","PROB",2,"ND1103","ND_10012","NHDPlusV1","ND",38037,"",2,"SmallStreams",2,"NRSA",43,"Northwestern Great Plains","43a","Missouri Plateau",9.668737576,-433050.9,997798.4,"2013"
"4/29/2019","TXSS-1216",2013-06-12,"Y",1,"PLNLOW","Plains and Lowlands","SPL","Southern Plains","","",0,0,"Dallas",1260147,NA,122.73,"Region_6","Target-Sampled","YES",141,"NRSA14_ST","TX51124","",NA,"","H12","TX","H12030105","Upper Trinity",32.78727,-96.87091,"Rio Grande-Texas-Gulf Region","H12_13","","",9,"GREAT PLAINS",9.4,"SOUTH CENTRAL SEMI-ARID PRAIRIES","9.4.7","Texas Blackland Prairies","","Private","","Target_Sampled","TX_SmallStreams_SPL","Base_NewSmallStreams","Include","TX","Target","Urban",1,2153.05961,"YES",NA,"","","","TX",1.2e+13,"Im","PROB",1,"TX1216","TX_10083","NHDPlusV1","TX",48113,"",1,"SmallStreams",1,"NRSA",32,"Texas Blackland Prairies","32a","Northern Blackland Prairie",219.9249634,-81097.11,-526857.5,"2013"
"4/29/2019","TXS9-0928",2013-06-11,"Y",1,"PLNLOW","Plains and Lowlands","SPL","Southern Plains","Wadeable","",0,0,"Cooke",3134061,NA,232.4,"Region_6","Target-Sampled","YES",144,"NRSA14_ST","TX12186","",1376197,"South Fish Creek","H11","MS","H11130201","Farmers-Mud",33.75841,-97.29398,"Arkansas-White-Red Region","H11","H11","Arkansas-White-Red Region",9,"GREAT PLAINS",9.4,"SOUTH CENTRAL SEMI-ARID PRAIRIES","9.4.5","Cross Timbers","South Fish Creek","Private","TX_2nd","Target_Sampled","TX_Streams_TX_2nd","Base_09Stream","Include","TX","Target","NonUrban",2,1,"YES",NA,"","","","TX",1.11e+13,"R","PROB",2,"TX0928","TX_10072","NHDPlusV1","TX",48097,"",2,"SmallStreams",2,"NRSA",29,"Cross Timbers","29d","Grand Prairie",369.9866702,-119014.2,-417994.9,"2013"
"4/29/2019","KSR9-0906",2013-06-11,"Y",1,"PLNLOW","Plains and Lowlands","TPL","Temporate Plains","Boatable","",0,0,"Wilson",21518118,NA,234.96,"Region_7","Target-Sampled","YES",146,"NRSA14_ST","KS99036","",474646,"Fall River","H11","MS","H11070102","Fall",37.39754,-95.67977,"Arkansas-White-Red Region","H11","H11","Arkansas-White-Red Region",9,"GREAT PLAINS",9.2,"TEMPERATE PRAIRIES","9.2.4","Central Irregular Plains","Fall River","Private","KS_4th5th","Target_Sampled","KS_Rivers_KS_4th5th","Base_09River","Include","KS","Target","NonUrban",1,1,"YES",NA,"","","","KS",1.11e+13,"In","PROB",5,"KS0906","KS_10010","NHDPlusV1","KS",20205,"",5,"RiversOther",5,"NRSA",40,"Central Irregular Plains","40b","Osage Cuestas",300.6680811,28081.58,-11435.64,"2013"
"4/29/2019","WIRF-0011",2013-06-12,"Y",1,"PLNLOW","Plains and Lowlands","UMW","Upper Midwest","","",NA,NA,"",14704844,NA,NA,"Region_5","Target-Sampled","YES",NA,"","","",1561799,"Bingham Creek","","","H7070003","",44.01212428,-89.78823892,"Upper Mississippi Region","H07","","",NA,"",NA,"","","","","","","Target_Sampled","","","","","Target","NonUrban",NA,NA,"YES",NA,"","","","WI",7.07e+12,"In","HAND",1,"","","","WI",NA,"",NA,"",NA,"NRSA",51,"North Central Hardwood Forests","51c","Glacial Lake Wisconsin Sand Plain",NA,NA,NA,"2013"
